Geneid	temporary/samtools/bam_files_sorted/SRR7959211_sorted.bam
5129	32
284578	22
148808	225
2005	1080
85414	52
64710	2720
8934	184
254428	194
148811	45
284581	0
115019	32
103021296	10
103021295	0
338382	292
1510	1
440712	36
553	1
729533	5
23380	571
9641	120
102466202	0
83593	585
1939	447
8444	25
9261	527
3586	2
29949	0
50604	1
11009	2
9214	16
5284	17
83953	0
79098	1127
5208	577
55432	2431
725	2
722	0
1604	1331
1380	0
1378	16
1379	2
4179	1173
407026	13
407025	2
148696	150
947	779
105372883	29
5362	824
642587	1023
406988	122
57172	8
3914	772
100422894	0
50486	96
3290	195
80342	94
148304	60
3664	2312
27042	310
255928	4
574036	14
56256	118
105373474	0
55733	87
3756	23
55758	435
7188	178
84791	15
343035	0
7779	324
4751	26
9926	449
102723727	1
25896	310
51514	76
100131205	0
100422947	0
101929541	3
5525	596
692157	5
55248	74
29937	344
101929565	0
467	37
149647	0
55509	20
25936	228
128387	84
149643	0
642946	5
28982	81
79805	57
90806	410
26750	215
100505832	5
100861504	0
5629	89
105372911	1
56950	235
5784	1937
1063	133
3776	84
101929612	0
51133	545
7399	38
102723833	0
2104	50
55105	276
128153	5
103752555	0
100885798	0
101929631	0
51018	205
728463	0
7042	60
103611157	0
643723	1
127018	180
102723886	25
55532	0
2058	863
10380	159
55699	865
406997	3
406969	1
25782	596
100302234	0
677818	1
6791	21
4139	115
79762	243
54996	51
64757	29
101929730	3
100873924	5
105373280	11
3142	39
400804	0
11221	133
101929771	0
100189378	0
79802	0
9015	49
100506161	4
375056	601
64853	133
148362	583
400823	2
84976	132
7100	70
55061	38
164127	1
388743	16
824	1219
7159	330
105369195	25
441124	8
23219	960
8560	4142
101927143	18
101927164	146
4931	270
100313769	3
29097	371
80232	1408
100616468	3
149111	27
127602	27
3930	402
55740	855
6726	709
2052	401
9725	633
10637	4
29920	179
102466270	1
7044	2
163859	387
3020	341
64746	490
83881	1
286826	92
142	534
375057	126
3707	700
100506443	11
5664	131
56997	388
105379282	54
8476	515
339500	122
100130093	34
65094	84
116841	159
105373289	4
339501	0
7483	41
100847072	1
101060022	0
89780	23
100506571	53
375	1725
100500810	0
79169	146
128308	170
2987	1697
57165	27
574432	6
200205	204
574407	12
84033	651
101927401	13
81559	154
102465444	0
51127	51
8290	4
92815	46
128312	79
100616308	0
149603	460
100129094	4
100169751	0
100169753	0
100169754	0
100169755	0
100169756	0
100169757	0
100169758	0
100169759	0
100169760	1
100169761	0
100169762	0
100169763	0
100169764	0
100169765	0
100169766	0
100169767	0
